Level,NACE,Description,CPRS Main,CPRS2,CPRS Granular,Note on CPRS,IAM,NGFS3,NOTESOnMapping
4,C.14.11,Manufacture of leather clothes,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.14.12,Manufacture of workwear,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.14.13,Manufacture of other outerwear,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.14.14,Manufacture of underwear,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.14.19,Manufacture of other wearing apparel and accessories,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.14.2,Manufacture of articles of fur,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.14.20,Manufacture of articles of fur,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.14.3,Manufacture of knitted and crocheted apparel,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.14.31,Manufacture of knitted and crocheted hosiery,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.14.39,Manufacture of other knitted and crocheted apparel,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
2,C.15,Manufacture of leather and related products,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.15.1,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.15.11,Tanning and dressing of leather; dressing and dyeing of fur,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.15.12,"Manufacture of luggage, handbags and the like, saddlery and harness",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.15.2,Manufacture of footwear,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.15.20,Manufacture of footwear,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
2,C.16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",9-other,9-other,other,,,,
3,C.16.1,Sawmilling and planing of wood,9-other,9-other,other,,,,
4,C.16.10,Sawmilling and planing of wood,9-other,9-other,other,,,,
3,C.16.2,"Manufacture of products of wood, cork, straw and plaiting materials",9-other,9-other,other,,,,
4,C.16.21,Manufacture of veneer sheets and wood-based panels,9-other,9-other,other,,,,
4,C.16.22,Manufacture of assembled parquet floors,9-other,9-other,other,,,,
4,C.16.23,Manufacture of other builders' carpentry and joinery,9-other,9-other,other,,,,
4,C.16.24,Manufacture of wooden containers,9-other,9-other,other,,,,
4,C.16.29,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
2,C.17,Manufacture of paper and paper products,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.17.1,"Manufacture of pulp, paper and paperboard",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.17.11,Manufacture of pulp,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.17.12,Manufacture of paper and paperboard,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.17.2,Manufacture of articles of paper and paperboard,9-other,9-other,other,,,,
4,C.17.21,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,9-other,9-other,other,,,,
4,C.17.22,Manufacture of household and sanitary goods and of toilet requisites,9-other,9-other,other,,,,
4,C.17.23,Manufacture of paper stationery,9-other,9-other,other,,,,
4,C.17.24,Manufacture of wallpaper,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.17.29,Manufacture of other articles of paper and paperboard,9-other,9-other,other,,,,
2,C.18,Printing and reproduction of recorded media,9-other,9-other,other,,,,
3,C.18.1,Printing and service activities related to printing,9-other,9-other,other,,,,
4,C.18.11,Printing of newspapers,9-other,9-other,other,,,,
4,C.18.12,Other printing,9-other,9-other,other,,,,
4,C.18.13,Pre-press and pre-media services,9-other,9-other,other,,,,
4,C.18.14,Binding and related services,9-other,9-other,other,,,,
3,C.18.2,Reproduction of recorded media,9-other,9-other,other,,,,
4,C.18.20,Reproduction of recorded media,9-other,9-other,other,,,,
2,C.19,Manufacture of coke and refined petroleum products,1-fossil-fuel,1-fossil,fuel|fossil,,Primary Energy|Fossil,Primary Energy|Fossil,
3,C.19.1,Manufacture of coke oven products,1-fossil-fuel,1-fossil|coal,fuel|fossil|coal,,Primary Energy|Coal,Secondary Energy|Gases|Coal,
4,C.19.10,Manufacture of coke oven products,1-fossil-fuel,1-fossil|coal,fuel|fossil|coal,,Primary Energy|Coal,Secondary Energy|Gases|Coal,
3,C.19.2,Manufacture of refined petroleum products,1-fossil-fuel,1-fossil|oil,fuel|fossil|oil|manufacturing,,Primary Energy|Oil,Secondary Energy|Liquids|Oil,
4,C.19.20,Manufacture of refined petroleum products,1-fossil-fuel,1-fossil|oil,fuel|fossil|oil|manufacturing,,Primary Energy|Oil,Secondary Energy|Liquids|Oil,
2,C.20,Manufacture of chemicals and chemical products,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Production|Chemicals,
3,C.20.1,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Production|Chemicals,
4,C.20.11,Manufacture of industrial gases,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Production|Chemicals,
4,C.20.11,Manufacture of industrial gases,3-energy-intensive,3-energy-intensive,fuel|hydrogen|green,,Secondary Energy|Hydrogen,Secondary Energy|Hydrogen|Electricity,
4,C.20.11,Manufacture of industrial gases,3-energy-intensive,3-energy-intensive,fuel|hydrogen|non-green,,Secondary Energy|Hydrogen,Secondary Energy|Hydrogen|Fossil,
4,C.20.12,Manufacture of dyes and pigments,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry|Chemicals,
4,C.20.13,Manufacture of other inorganic basic chemicals,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry|Chemicals,
4,C.20.14,Manufacture of other organic basic chemicals,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry|Chemicals,
4,C.20.15,Manufacture of fertilisers and nitrogen compounds,3-energy-intensive,3-energy-intensive,energy-intensive|fertilisers and agrochemicals,,Final Energy|Industry,Fertilizer Use|Nitrogen,
4,C.20.16,Manufacture of plastics in primary forms,3-energy-intensive,3-energy-intensive,energy-intensive|rubber and plastics,,Primary Energy|Oil,Primary Energy|Oil,
4,C.20.17,Manufacture of synthetic rubber in primary forms,3-energy-intensive,3-energy-intensive,energy-intensive|rubber and plastics,,Primary Energy|Oil,Primary Energy|Oil,
3,C.20.2,Manufacture of pesticides and other agrochemical products,3-energy-intensive,3-energy-intensive,energy-intensive|fertilisers and agrochemicals,,Final Energy|Industry,Final Energy|Industry|Chemicals,
4,C.20.20,Manufacture of pesticides and other agrochemical products,3-energy-intensive,3-energy-intensive,energy-intensive|fertilisers and agrochemicals,,Final Energy|Industry,Final Energy|Industry|Chemicals,
3,C.20.3,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",9-other,9-other,other,,,,
4,C.20.30,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",9-other,9-other,other,,,,
3,C.20.4,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",9-other,9-other,other,,,,
4,C.20.41,"Manufacture of soap and detergents, cleaning and polishing preparations",9-other,9-other,other,,,,
4,C.20.42,Manufacture of perfumes and toilet preparations,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry|Chemicals,
3,C.20.5,Manufacture of other chemical products,9-other,9-other,other,,,,
4,C.20.51,Manufacture of explosives,9-other,9-other,other,,,,
4,C.20.52,Manufacture of glues,9-other,9-other,other,,,,
4,C.20.53,Manufacture of essential oils,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry|Chemicals,
4,C.20.59,Manufacture of other chemical products n.e.c.,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry|Chemicals,
3,C.20.6,Manufacture of man-made fibres,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.20.60,Manufacture of man-made fibres,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
2,C.21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,3-energy-intensive,3-energy-intensive,energy-intensive|pharmaceutical,,Final Energy|Industry,Final Energy|Industry|Chemicals,
3,C.21.1,Manufacture of basic pharmaceutical products,3-energy-intensive,3-energy-intensive,energy-intensive|pharmaceutical,,Final Energy|Industry,Final Energy|Industry|Chemicals,
4,C.21.10,Manufacture of basic pharmaceutical products,3-energy-intensive,3-energy-intensive,energy-intensive|pharmaceutical,,Final Energy|Industry,Final Energy|Industry|Chemicals,
3,C.21.2,Manufacture of pharmaceutical preparations,3-energy-intensive,3-energy-intensive,energy-intensive|pharmaceutical,,Final Energy|Industry,Final Energy|Industry|Chemicals,
4,C.21.20,Manufacture of pharmaceutical preparations,3-energy-intensive,3-energy-intensive,energy-intensive|pharmaceutical,,Final Energy|Industry,Final Energy|Industry|Chemicals,
2,C.22,Manufacture of rubber and plastic products,3-energy-intensive,3-energy-intensive,energy-intensive|rubber and plastics,,Final Energy|Industry,Final Energy|Industry|Chemicals,
3,C.22.1,Manufacture of rubber products,3-energy-intensive,3-energy-intensive,energy-intensive|rubber and plastics,,Final Energy|Industry,Final Energy|Industry|Chemicals,
4,C.22.11,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,3-energy-intensive,3-energy-intensive,energy-intensive|rubber and plastics,,Final Energy|Industry,Final Energy|Industry|Chemicals,
4,C.22.19,Manufacture of other rubber products,3-energy-intensive,3-energy-intensive,energy-intensive|rubber and plastics,,Final Energy|Industry,Final Energy|Industry|Chemicals,
3,C.22.2,Manufacture of plastic products,3-energy-intensive,3-energy-intensive,energy-intensive|rubber and plastics,,Final Energy|Industry,Final Energy|Industry|Chemicals,
4,C.22.21,"Manufacture of plastic plates, sheets, tubes and profiles",3-energy-intensive,3-energy-intensive,energy-intensive|rubber and plastics,,Final Energy|Industry,Final Energy|Industry|Chemicals,
4,C.22.22,Manufacture of plastic packing goods,3-energy-intensive,3-energy-intensive,energy-intensive|rubber and plastics,,Final Energy|Industry,Final Energy|Industry|Chemicals,
4,C.22.23,Manufacture of builders’ ware of plastic,3-energy-intensive,3-energy-intensive,energy-intensive|rubber and plastics,,Final Energy|Industry,Final Energy|Industry|Chemicals,
4,C.22.29,Manufacture of other plastic products,3-energy-intensive,3-energy-intensive,energy-intensive|rubber and plastics,,Final Energy|Industry,Final Energy|Industry|Chemicals,
2,C.23,Manufacture of other non-metallic mineral products,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.23.1,Manufacture of glass and glass products,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.23.11,Manufacture of flat glass,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.23.12,Shaping and processing of flat glass,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.23.13,Manufacture of hollow glass,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.23.14,Manufacture of glass fibres,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.23.19,"Manufacture and processing of other glass, including technical glassware",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.23.2,Manufacture of refractory products,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.23.20,Manufacture of refractory products,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.23.3,Manufacture of clay building materials,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.23.31,Manufacture of ceramic tiles and flags,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.23.32,"Manufacture of bricks, tiles and construction products, in baked clay",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.23.4,Manufacture of other porcelain and ceramic products,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.23.41,Manufacture of ceramic household and ornamental articles,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.23.42,Manufacture of ceramic sanitary fixtures,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.23.43,Manufacture of ceramic insulators and insulating fittings,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.23.44,Manufacture of other technical ceramic products,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.23.49,Manufacture of other ceramic products,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.23.5,"Manufacture of cement, lime and plaster",3-energy-intensive,3-energy-intensive|cement,energy-intensive|cement,,Final Energy|Industry,Production|Cement,
4,C.23.51,Manufacture of cement,3-energy-intensive,3-energy-intensive|cement,energy-intensive|cement,,Final Energy|Industry,Production|Cement,
4,C.23.52,Manufacture of lime and plaster,3-energy-intensive,3-energy-intensive|cement,energy-intensive|cement,,Final Energy|Industry,Production|Cement,
3,C.23.6,"Manufacture of articles of concrete, cement and plaster",3-energy-intensive,3-energy-intensive|cement,energy-intensive|cement,,Final Energy|Industry,Production|Cement,
4,C.23.61,Manufacture of concrete products for construction purposes,3-energy-intensive,3-energy-intensive|cement,energy-intensive|cement,,Final Energy|Industry,Production|Cement,
4,C.23.62,Manufacture of plaster products for construction purposes,3-energy-intensive,3-energy-intensive|cement,energy-intensive|cement,,Final Energy|Industry,Production|Cement,
4,C.23.63,Manufacture of ready-mixed concrete,3-energy-intensive,3-energy-intensive|cement,energy-intensive|cement,,Final Energy|Industry,Production|Cement,
4,C.23.64,Manufacture of mortars,3-energy-intensive,3-energy-intensive|cement,energy-intensive|cement,,Final Energy|Industry,Production|Cement,
4,C.23.65,Manufacture of fibre cement,3-energy-intensive,3-energy-intensive|cement,energy-intensive|cement,,Final Energy|Industry,Production|Cement,
4,C.23.69,"Manufacture of other articles of concrete, plaster and cement",3-energy-intensive,3-energy-intensive|cement,energy-intensive|cement,,Final Energy|Industry,Production|Cement,
3,C.23.7,"Cutting, shaping and finishing of stone",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.23.70,"Cutting, shaping and finishing of stone",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.23.9,Manufacture of abrasive products and non-metallic mineral products n.e.c.,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.23.91,Production of abrasive products,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.23.99,Manufacture of other non-metallic mineral products n.e.c.,9-other,9-other,other,,,,
2,C.24,Manufacture of basic metals,3-energy-intensive,3-energy-intensive|iron and steel,energy-intensive|iron and steel,,Final Energy|Industry,Production|Steel,
3,C.24.1,Manufacture of basic iron and steel and of ferro-alloys,3-energy-intensive,3-energy-intensive|iron and steel,energy-intensive|iron and steel,,Final Energy|Industry,Production|Steel,
4,C.24.10,Manufacture of basic iron and steel and of ferro-alloys,3-energy-intensive,3-energy-intensive|iron and steel,energy-intensive|iron and steel,,Final Energy|Industry,Production|Steel,
3,C.24.2,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",3-energy-intensive,3-energy-intensive|iron and steel,energy-intensive|iron and steel,,Final Energy|Industry,Production|Steel,
4,C.24.20,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",3-energy-intensive,3-energy-intensive|iron and steel,energy-intensive|iron and steel,,Final Energy|Industry,Production|Steel,
3,C.24.3,Manufacture of other products of first processing of steel,3-energy-intensive,3-energy-intensive|iron and steel,energy-intensive|iron and steel,,Final Energy|Industry,Production|Steel,
4,C.24.31,Cold drawing of bars,3-energy-intensive,3-energy-intensive|iron and steel,energy-intensive|iron and steel,,Final Energy|Industry,Production|Steel,
4,C.24.32,Cold rolling of narrow strip,3-energy-intensive,3-energy-intensive|iron and steel,energy-intensive|iron and steel,,Final Energy|Industry,Production|Steel,
4,C.24.33,Cold forming or folding,3-energy-intensive,3-energy-intensive|iron and steel,energy-intensive|iron and steel,,Final Energy|Industry,Production|Steel,
4,C.24.34,Cold drawing of wire,3-energy-intensive,3-energy-intensive|iron and steel,energy-intensive|iron and steel,,Final Energy|Industry,Production|Steel,
3,C.24.4,Manufacture of basic precious and other non-ferrous metals,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Production|Non-ferrous metals,
4,C.24.41,Precious metals production,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Production|Non-ferrous metals,
4,C.24.42,Aluminium production,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Production|Non-ferrous metals,
4,C.24.43,"Lead, zinc and tin production",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Production|Non-ferrous metals,
4,C.24.44,Copper production,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Production|Non-ferrous metals,
4,C.24.45,Other non-ferrous metal production,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Production|Non-ferrous metals,
4,C.24.46,Processing of nuclear fuel,3-energy-intensive,3-energy-intensive,fuel|nuclear,,Primary Energy|Nuclear,Primary Energy|Nuclear,
3,C.24.5,Casting of metals,3-energy-intensive,3-energy-intensive|iron and steel,energy-intensive|iron and steel,,Final Energy|Industry,Production|Steel,
4,C.24.51,Casting of iron,3-energy-intensive,3-energy-intensive|iron and steel,energy-intensive|iron and steel,,Final Energy|Industry,Production|Steel,
4,C.24.52,Casting of steel,3-energy-intensive,3-energy-intensive|iron and steel,energy-intensive|iron and steel,,Final Energy|Industry,Production|Steel,
4,C.24.53,Casting of light metals,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Production|Non-ferrous metals,
4,C.24.54,Casting of other non-ferrous metals,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Production|Non-ferrous metals,
2,C.25,"Manufacture of fabricated metal products, except machinery and equipment",9-other,9-other,other,,,,
3,C.25.1,Manufacture of structural metal products,9-other,9-other,other,,,,
4,C.25.11,Manufacture of metal structures and parts of structures,9-other,9-other,other,,,,
4,C.25.12,Manufacture of doors and windows of metal,9-other,9-other,other,,,,
3,C.25.2,"Manufacture of tanks, reservoirs and containers of metal",9-other,9-other,other,,,,
4,C.25.21,Manufacture of central heating radiators and boilers,9-other,9-other,other,,,,
4,C.25.29,"Manufacture of other tanks, reservoirs and containers of metal",9-other,9-other,other,,,,
3,C.25.3,"Manufacture of steam generators, except central heating hot water boilers",9-other,9-other,other,,,,
4,C.25.30,"Manufacture of steam generators, except central heating hot water boilers",9-other,9-other,other,,,,
3,C.25.4,Manufacture of weapons and ammunition,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.25.40,Manufacture of weapons and ammunition,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",9-other,9-other,other,,,,
4,C.25.50,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",9-other,9-other,other,,,,
3,C.25.6,Treatment and coating of metals; machining,9-other,9-other,other,,,,
4,C.25.61,Treatment and coating of metals,9-other,9-other,other,,,,
4,C.25.62,Machining,9-other,9-other,other,,,,
3,C.25.7,"Manufacture of cutlery, tools and general hardware",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.25.71,Manufacture of cutlery,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.25.72,Manufacture of locks and hinges,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.25.73,Manufacture of tools,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.25.9,Manufacture of other fabricated metal products,9-other,9-other,other,,,,
4,C.25.91,Manufacture of steel drums and similar containers,9-other,9-other,other,,,,
4,C.25.92,Manufacture of light metal packaging,9-other,9-other,other,,,,
4,C.25.93,"Manufacture of wire products, chain and springs",9-other,9-other,other,,,,
4,C.25.94,Manufacture of fasteners and screw machine products,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.25.99,Manufacture of other fabricated metal products n.e.c.,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
2,C.26,"Manufacture of computer, electronic and optical products",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.26.1,Manufacture of electronic components and boards,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Industry,Final Energy|Industry,
4,C.26.11,Manufacture of electronic components,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Industry,Final Energy|Industry,
4,C.26.12,Manufacture of loaded electronic boards,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Industry,Final Energy|Industry,
3,C.26.2,Manufacture of computers and peripheral equipment,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Industry,Final Energy|Industry,
4,C.26.20,Manufacture of computers and peripheral equipment,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Industry,Final Energy|Industry,
3,C.26.3,Manufacture of communication equipment,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Industry,Final Energy|Industry,
4,C.26.30,Manufacture of communication equipment,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Industry,Final Energy|Industry,
3,C.26.4,Manufacture of consumer electronics,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Industry,Final Energy|Industry,
4,C.26.40,Manufacture of consumer electronics,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Industry,Final Energy|Industry,
3,C.26.5,"Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.26.51,"Manufacture of instruments and appliances for measuring, testing and navigation",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.26.52,Manufacture of watches and clocks,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.26.60,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.26.7,Manufacture of optical instruments and photographic equipment,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.26.70,Manufacture of optical instruments and photographic equipment,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
3,C.26.8,Manufacture of magnetic and optical media,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
4,C.26.80,Manufacture of magnetic and optical media,3-energy-intensive,3-energy-intensive,energy-intensive|other,,Final Energy|Industry,Final Energy|Industry,
2,C.27,Manufacture of electrical equipment,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Electricity,Final Energy|Industry,
3,C.27.1,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Electricity,Final Energy|Electricity,
4,C.27.11,"Manufacture of electric motors, generators and transformers",3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Electricity,Final Energy|Electricity,
4,C.27.12,Manufacture of electricity distribution and control apparatus,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Electricity,Final Energy|Electricity,
3,C.27.2,Manufacture of batteries and accumulators,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Electricity,Final Energy|Electricity,
4,C.27.20,Manufacture of batteries and accumulators,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Electricity,Final Energy|Electricity,
3,C.27.3,Manufacture of wiring and wiring devices,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Electricity,Final Energy|Electricity,
4,C.27.31,Manufacture of fibre optic cables,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Electricity,Final Energy|Electricity,
4,C.27.32,Manufacture of other electronic and electric wires and cables,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Electricity,Final Energy|Electricity,
4,C.27.33,Manufacture of wiring devices,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Electricity,Final Energy|Electricity,
3,C.27.4,Manufacture of electric lighting equipment,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Electricity,Final Energy|Electricity,
4,C.27.40,Manufacture of electric lighting equipment,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Electricity,Final Energy|Electricity,
3,C.27.5,Manufacture of domestic appliances,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Electricity,Final Energy|Electricity,
4,C.27.51,Manufacture of electric domestic appliances,3-energy-intensive,3-energy-intensive|electrical,energy-intensive|electrical,,Final Energy|Electricity,Final Energy|Electricity,
4,C.27.52,Manufacture of non-electric domestic appliances,3-energy-intensive,3-energy-intensive,energy-intensive|electrical,,Final Energy|Industry,Final Energy|Industry,
3,C.27.9,Manufacture of other electrical equipment,3-energy-intensive,3-energy-intensive,energy-intensive|electrical,,Final Energy|Electricity,Final Energy|Electricity,
